@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
1665,'2023/12/10 22:51:34:203',19,-0.025068,-0.005304,0.013563,-0.027826,0.06307,-0.072764,1.41219,2.231149,0.681648,2
1666,'2023/12/10 22:51:34:203',19,-0.033425,-0.004896,0.016603,-0.041369,0.075066,-0.061496,1.411584,2.224908,0.689279,2
1667,'2023/12/10 22:51:34:203',19,-0.029065,-0.001596,0.015123,-0.047908,0.112709,-0.02937,1.411515,2.221304,0.694336,2
1668,'2023/12/10 22:51:34:203',19,-0.032517,-0.001147,0.027613,-0.056866,0.133585,-0.026984,1.411847,2.218701,0.698881,2
1669,'2023/12/10 22:51:34:203',19,-0.042069,-0.006016,0.041144,-0.064872,0.105301,-0.072652,1.411929,2.212236,0.707916,2
1670,'2023/12/10 22:51:34:219',19,-0.03884,-0.000665,0.030312,-0.059044,0.111108,-0.085842,1.411516,2.204803,0.717068,2
1671,'2023/12/10 22:51:34:238',19,0.004326,0.014796,0.014169,-0.069468,0.139441,-0.01784,1.411446,2.198051,0.726447,2
1672,'2023/12/10 22:51:34:251',19,0.031066,0.022798,0.002895,-0.060802,0.133449,0.036845,1.412255,2.19657,0.73009,2
1673,'2023/12/10 22:51:34:267',19,0.02449,0.027058,-0.010103,-0.022491,0.116158,0.036239,1.413146,2.197957,0.730575,2
1674,'2023/12/10 22:51:34:282',19,-0.021576,0.026067,-0.021137,0.008517,0.151859,0.027528,1.413735,2.203936,0.727314,2
1675,'2023/12/10 22:51:34:314',19,-0.026556,0.018406,-0.003127,0.026039,0.184199,0.004036,1.413826,2.209175,0.7245,2
1676,'2023/12/10 22:51:34:314',19,-0.004453,0.013085,-0.007673,0.02051,0.172548,0.018431,1.41366,2.21459,0.721833,2
1677,'2023/12/10 22:51:34:338',19,0.007958,-0.008886,0.02864,-0.009076,0.170987,0.019979,1.413959,2.219588,0.720187,2
1678,'2023/12/10 22:51:34:345',19,-0.020086,-0.012599,0.018834,-0.009312,0.156573,-0.019933,1.414029,2.220978,0.721263,2
1679,'2023/12/10 22:51:34:361',19,-0.032792,-0.017596,0.026551,-0.032114,0.152462,-0.058085,1.413781,2.219208,0.725357,2
1680,'2023/12/10 22:51:34:378',19,-0.016851,-0.012456,0.01388,-0.040238,0.160718,-0.047249,1.413476,2.214755,0.733051,2
1681,'2023/12/10 22:51:34:393',19,0.002723,-0.00725,0.001995,-0.043378,0.170659,-0.023157,1.4134,2.212434,0.737926,2
1682,'2023/12/10 22:51:34:409',19,-0.003342,-0.00366,0.000571,-0.043677,0.185389,-0.005287,1.413616,2.211181,0.741891,2
1683,'2023/12/10 22:51:34:441',19,-0.012809,0.006538,-0.016787,-0.020466,0.176525,-0.040276,1.413655,2.210947,0.745787,2
1684,'2023/12/10 22:51:34:456',19,-0.021593,-0.007876,0.016435,-0.056482,0.178537,-0.062303,1.413398,2.209106,0.750354,2
1685,'2023/12/10 22:51:34:472',19,0.011497,-0.003277,0.010082,-0.067666,0.160809,-0.0603,1.413275,2.203566,0.758665,2
1686,'2023/12/10 22:51:34:488',19,0.029145,0.005864,-0.009318,-0.045986,0.138495,-0.051026,1.413051,2.196638,0.76878,2
1687,'2023/12/10 22:51:34:504',19,0.017251,0.005961,-0.002012,-0.039726,0.132135,-0.043761,1.412893,2.192953,0.774491,2
1688,'2023/12/10 22:51:34:520',19,0.030779,0.012448,-0.005326,-0.020377,0.143587,-0.017691,1.412805,2.190311,0.780076,2
1689,'2023/12/10 22:51:34:552',19,0.042967,0.009769,0.00125,-0.027384,0.138737,0.019906,1.413041,2.191022,0.781456,2
1690,'2023/12/10 22:51:34:552',19,0.044333,0.014254,0.012136,-0.035099,0.141984,0.044883,1.413721,2.192832,0.781759,2
1691,'2023/12/10 22:51:34:568',19,0.041264,0.012016,0.003814,-0.020451,0.129928,0.048764,1.414726,2.196018,0.781361,2
1692,'2023/12/10 22:51:34:584',19,0.032527,0.003193,0.019134,-0.033985,0.117805,0.025608,1.415395,2.197756,0.781416,2
1693,'2023/12/10 22:51:34:600',19,0.025694,0.007158,0.017103,-0.030639,0.115429,0.000239,1.415774,2.196965,0.783988,2
1694,'2023/12/10 22:51:34:615',19,0.040382,-0.000098,0.006177,-0.03783,0.099612,-0.017115,1.415723,2.194305,0.788822,2
1695,'2023/12/10 22:51:34:639',19,0.045119,0.003078,-0.00192,-0.045992,0.078711,-0.02949,1.415738,2.190686,0.793815,2
1696,'2023/12/10 22:51:34:647',19,0.048258,0.008717,-0.023554,-0.031407,0.06472,-0.046374,1.415395,2.186068,0.799603,2
1697,'2023/12/10 22:51:34:663',19,0.055819,0.003559,-0.005938,-0.065143,0.031201,-0.043397,1.414999,2.178951,0.807706,2
1698,'2023/12/10 22:51:34:680',19,0.056781,0.008287,-0.008726,-0.085927,0.001294,-0.05474,1.414984,2.170606,0.816429,2
1699,'2023/12/10 22:51:34:695',19,0.058092,0.020525,-0.031367,-0.066277,-0.048222,-0.071109,1.41469,2.160547,0.826238,2
1700,'2023/12/10 22:51:34:727',19,0.045346,0.036596,-0.048035,-0.029814,-0.084471,-0.102172,1.41364,2.146947,0.838541,2
1701,'2023/12/10 22:51:34:743',19,0.031303,0.039671,-0.043769,-0.004334,-0.061421,-0.099284,1.41243,2.138973,0.845467,2
1702,'2023/12/10 22:51:34:774',19,0.019345,0.027903,-0.022802,-0.017469,-0.025792,-0.04806,1.411059,2.131275,0.852334,2
1703,'2023/12/10 22:51:34:774',19,0.026645,0.026336,-0.033193,-0.016947,0.007407,0.010048,1.410799,2.127779,0.855767,2
1704,'2023/12/10 22:51:34:790',19,0.023485,0.031528,-0.037111,-0.012947,0.029699,0.049253,1.411303,2.128008,0.855782,2
1705,'2023/12/10 22:51:34:806',19,-0.014965,0.027368,-0.039472,0.008245,0.027792,0.011354,1.411916,2.129562,0.854814,2
1706,'2023/12/10 22:51:34:821',19,-0.04172,0.014712,-0.053759,0.038534,0.012064,-0.047665,1.411494,2.130224,0.854446,2
1707,'2023/12/10 22:51:34:839',19,-0.044976,0.011262,-0.043791,0.045886,0.015644,-0.089515,1.410235,2.130172,0.854658,2
1708,'2023/12/10 22:51:34:853',19,-0.018074,0.006842,-0.038489,0.050739,0.026855,-0.089975,1.408084,2.128918,0.856256,2
1709,'2023/12/10 22:51:34:869',19,0.007899,0.001403,-0.029629,0.052763,0.066198,-0.043326,1.406824,2.130033,0.85582,2
1710,'2023/12/10 22:51:34:884',19,0.01364,-0.004895,-0.022008,0.050368,0.086177,-0.016844,1.4061,2.133854,0.853143,2
1711,'2023/12/10 22:51:34:901',19,0.008148,-0.019624,0.002273,0.027061,0.04167,-0.046266,1.405425,2.137306,0.851047,2
1712,'2023/12/10 22:51:34:916',19,0.020887,-0.019891,0.008343,0.007198,-0.007939,-0.084334,1.404642,2.135344,0.853278,2
1713,'2023/12/10 22:51:34:939',19,0.036479,-0.012164,-0.002411,0.026584,-0.026521,-0.078702,1.403483,2.131943,0.856396,2
1714,'2023/12/10 22:51:34:955',19,0.06792,0.003842,-0.025033,0.054381,0.000997,0.015437,1.402473,2.133439,0.854582,2
1715,'2023/12/10 22:51:34:964',19,0.073194,-0.00049,-0.008903,0.055714,0.020506,0.083534,1.402666,2.140412,0.847706,2
1716,'2023/12/10 22:51:34:996',19,0.021561,-0.022848,0.022621,0.000524,0.004756,0.108524,1.403596,2.148364,0.839917,2
1717,'2023/12/10 22:51:34:996',19,-0.006089,-0.025211,0.025888,-0.027089,-0.001241,0.06216,1.405227,2.15346,0.834816,2
1718,'2023/12/10 22:51:35:022',19,-0.0233,-0.018185,-0.002099,-0.030532,-0.051287,-0.010538,1.405731,2.151915,0.836007,2
1719,'2023/12/10 22:51:35:039',19,-0.023992,-0.004494,-0.010784,-0.032042,-0.08103,-0.080172,1.405201,2.142791,0.843751,2
1720,'2023/12/10 22:51:35:043',19,-0.007684,0.0094,-0.032524,0.008016,-0.054547,-0.060186,1.404328,2.137021,0.848565,2
1721,'2023/12/10 22:51:35:060',19,0.022487,0.01981,-0.039123,0.009441,-0.008647,0.018649,1.403891,2.136518,0.848601,2
1722,'2023/12/10 22:51:35:091',19,0.008052,0.006918,-0.001868,-0.022775,0.028604,0.065783,1.404916,2.139461,0.845866,2
1723,'2023/12/10 22:51:35:107',19,-0.005753,0.004929,-0.006092,-0.022178,-0.008995,0.024486,1.405714,2.1403,0.845235,2
1724,'2023/12/10 22:51:35:123',19,-0.017686,0.010645,-0.009648,-0.025453,-0.046558,-0.025671,1.405958,2.138159,0.846962,2
1725,'2023/12/10 22:51:35:139',19,0.002282,0.023776,-0.019241,0.021261,-0.07132,-0.05625,1.405265,2.132526,0.851501,2
1726,'2023/12/10 22:51:35:155',19,0.021159,0.027659,-0.017987,0.043292,-0.063497,-0.015237,1.404478,2.131512,0.851432,2
1727,'2023/12/10 22:51:35:250',19,0.047587,0.030295,-0.001212,0.03492,-0.030293,0.080359,1.404548,2.135006,0.847193,2
1728,'2023/12/10 22:51:35:250',19,0.004746,0.013368,0.014254,0.006141,-0.003247,0.126194,1.406277,2.144319,0.837541,2
1729,'2023/12/10 22:51:35:250',19,-0.028263,0.007559,0.015833,0.006547,-0.04285,0.063208,1.407523,2.149153,0.832296,2
1730,'2023/12/10 22:51:35:250',19,-0.046031,0.019296,-0.015173,0.043782,-0.063387,-0.010867,1.407636,2.150953,0.829616,2
1731,'2023/12/10 22:51:35:250',19,-0.016094,0.026176,-0.017982,0.085045,-0.071558,-0.010993,1.406591,2.155096,0.824001,2
1732,'2023/12/10 22:51:35:250',19,-0.016087,0.01943,-0.012814,0.093096,-0.051439,0.009758,1.405746,2.160466,0.81764,2
1733,'2023/12/10 22:51:35:272',19,-0.005597,-0.000117,0.010066,0.063559,-0.018113,0.061374,1.405373,2.170323,0.806872,2
1734,'2023/12/10 22:51:35:291',19,-0.024651,-0.012406,0.033028,0.036268,0.008755,0.074688,1.405896,2.177915,0.79918,2
1735,'2023/12/10 22:51:35:305',19,-0.033953,-0.016586,0.028214,0.024314,0.008809,0.044355,1.40646,2.183523,0.793636,2
1736,'2023/12/10 22:51:35:314',19,-0.044157,-0.015247,0.005765,0.03797,-0.010884,-0.019484,1.406343,2.187155,0.789943,2
1737,'2023/12/10 22:51:35:340',19,-0.029203,-0.017643,-0.005282,0.033741,-0.007329,-0.035939,1.405691,2.188022,0.788855,2
1738,'2023/12/10 22:51:35:361',19,-0.021994,-0.017964,0.005654,0.017017,-0.004444,-0.034879,1.405036,2.188007,0.788798,2
1739,'2023/12/10 22:51:35:364',19,-0.009979,-0.018388,0.008603,0.001588,0.020359,-0.032257,1.404408,2.187464,0.789517,2
1740,'2023/12/10 22:51:35:377',19,0.008258,-0.010722,0.010344,-0.006739,0.026257,-0.01323,1.404264,2.187747,0.789615,2
1741,'2023/12/10 22:51:35:405',19,0.006852,-0.013423,0.01715,-0.019479,0.018412,-0.033698,1.404262,2.186154,0.791758,2
1742,'2023/12/10 22:51:35:424',19,0.00543,-0.013747,0.021784,-0.029168,-0.010041,-0.074569,1.403875,2.181874,0.796152,2
1743,'2023/12/10 22:51:35:444',19,0.009644,-0.012144,0.010434,-0.034282,-0.018535,-0.08976,1.403144,2.175274,0.802593,2
1744,'2023/12/10 22:51:35:456',19,0.048173,0.00429,-0.007808,-0.023169,-0.002519,-0.018962,1.402504,2.16853,0.809208,2
1745,'2023/12/10 22:51:35:473',19,0.057377,0.010987,-0.017747,-0.008882,0.005714,0.052714,1.402864,2.168366,0.809433,2
1746,'2023/12/10 22:51:35:488',19,0.032512,0.011563,-0.015377,-0.020141,0.0111,0.082571,1.403845,2.171292,0.806601,2
1747,'2023/12/10 22:51:35:503',19,-0.012824,0.000377,-0.008964,-0.028525,0.008082,0.062287,1.405311,2.174357,0.803766,2
1748,'2023/12/10 22:51:35:519',19,-0.017124,0.00292,-0.011421,-0.028955,0.015279,0.032375,1.406119,2.174882,0.803342,2
1749,'2023/12/10 22:51:35:540',19,-0.01466,-0.002025,-0.011834,-0.02389,-0.0029,-0.004012,1.40639,2.173076,0.805314,2
1750,'2023/12/10 22:51:35:552',19,0.004463,-0.000826,-0.010445,-0.02009,-0.002916,-0.032231,1.406167,2.168651,0.809588,2
1751,'2023/12/10 22:51:35:567',19,0.019275,0.000091,-0.01133,-0.011986,-0.00959,-0.030686,1.405893,2.165399,0.812813,2
1752,'2023/12/10 22:51:35:591',19,0.053956,0.00156,0.000211,-0.017012,-0.01493,-0.039106,1.40555,2.161284,0.816727,2
1753,'2023/12/10 22:51:35:601',19,0.097299,0.003241,0.006891,-0.011487,-0.061424,-0.058572,1.4051,2.157395,0.820144,2
1754,'2023/12/10 22:51:35:616',19,0.110891,0.0025,0.006299,-0.00656,-0.110195,-0.060273,1.404403,2.152416,0.823868,2
1755,'2023/12/10 22:51:35:640',19,0.151942,0.011772,-0.005334,0.008637,-0.168839,-0.012398,1.403724,2.146739,0.826856,2
1756,'2023/12/10 22:51:35:662',19,0.181399,0.016948,-0.010408,0.017477,-0.231435,0.064739,1.40393,2.145947,0.824663,2
1757,'2023/12/10 22:51:35:662',19,0.174184,0.01247,-0.009589,0.01039,-0.264203,0.152503,1.405177,2.148734,0.818033,2
1758,'2023/12/10 22:51:35:681',19,0.099033,0.007663,0.003225,-0.029356,-0.247599,0.220659,1.408443,2.155459,0.806132,2
1759,'2023/12/10 22:51:35:694',19,0.042002,0.007653,-0.006174,-0.051777,-0.285194,0.205175,1.411433,2.159124,0.798492,2
1760,'2023/12/10 22:51:35:710',19,0.019951,0.007205,-0.022494,-0.03187,-0.308712,0.176911,1.414112,2.160984,0.792034,2
1761,'2023/12/10 22:51:35:741',19,-0.034842,0.021032,-0.054455,0.00548,-0.268772,0.161843,1.416992,2.165832,0.781265,2
1762,'2023/12/10 22:51:35:757',19,-0.082322,0.014603,-0.04155,0.001637,-0.231204,0.115992,1.418659,2.170303,0.772997,2
1763,'2023/12/10 22:51:35:772',19,-0.094973,0.00736,-0.023923,-0.014099,-0.213533,0.067551,1.419806,2.171493,0.768432,2
1764,'2023/12/10 22:51:35:788',19,-0.095845,0.004424,-0.022197,-0.020735,-0.169526,0.010013,1.420675,2.168122,0.767974,2
1765,'2023/12/10 22:51:35:805',19,-0.093642,0.01192,-0.031453,-0.00613,-0.157844,-0.031442,1.420704,2.163898,0.769763,2
1766,'2023/12/10 22:51:35:820',19,-0.096366,0.014382,-0.028901,0.014288,-0.124865,-0.08743,1.419927,2.158833,0.772756,2
1767,'2023/12/10 22:51:35:840',19,-0.064768,0.017599,-0.018591,0.034359,-0.123368,-0.122458,1.417888,2.151152,0.778099,2
1768,'2023/12/10 22:51:35:852',19,-0.010256,0.021152,-0.017964,0.066605,-0.117877,-0.10689,1.416082,2.147228,0.780238,2
1769,'2023/12/10 22:51:35:868',19,0.003138,0.016443,0.011809,0.081259,-0.098384,-0.045109,1.414053,2.148297,0.776915,2
1770,'2023/12/10 22:51:35:899',19,0.009938,0.00726,0.036568,0.04437,-0.073913,0.015623,1.413389,2.15143,0.772485,2
1771,'2023/12/10 22:51:35:899',19,0.021022,-0.006548,0.060303,0.017015,-0.077199,0.057228,1.413693,2.154615,0.768133,2
1772,'2023/12/10 22:51:35:915',19,0.006126,-0.007016,0.044426,0.001056,-0.092956,0.088188,1.414899,2.159167,0.761773,2
1773,'2023/12/10 22:51:35:940',19,-0.016799,-0.008501,0.042578,-0.016949,-0.087496,0.085625,1.416047,2.161952,0.757602,2
1774,'2023/12/10 22:51:35:947',19,-0.048271,-0.003448,0.033545,-0.023534,-0.104339,0.058255,1.417154,2.162663,0.755422,2
1775,'2023/12/10 22:51:35:979',19,-0.071706,0.006332,-0.000196,0.00457,-0.084856,0.010758,1.417647,2.162068,0.754084,2
1776,'2023/12/10 22:51:35:979',19,-0.076255,0.006297,0.007542,-0.00121,-0.058028,0.010162,1.41772,2.161888,0.75313,2
1777,'2023/12/10 22:51:35:995',19,-0.077907,0.010959,-0.004903,0.019735,-0.009537,-0.011892,1.417574,2.162167,0.752375,2
1778,'2023/12/10 22:51:36:011',19,-0.068854,-0.003228,0.020665,-0.006748,0.01281,-0.018429,1.417202,2.16276,0.751733,2
1779,'2023/12/10 22:51:36:042',19,-0.06472,-0.002447,0.014555,-0.005993,0.003632,-0.06087,1.416816,2.160189,0.754556,2
1780,'2023/12/10 22:51:36:042',19,-0.043724,-0.000854,-0.015066,0.022151,-0.015529,-0.088493,1.415868,2.156993,0.757596,2
1781,'2023/12/10 22:51:36:074',19,-0.02285,-0.000316,0.00223,-0.012432,0.003557,-0.034456,1.414903,2.154153,0.760375,2
1782,'2023/12/10 22:51:36:074',19,-0.014892,0.000524,0.00172,0.007548,0.019365,-0.019579,1.414811,2.152997,0.761731,2
1783,'2023/12/10 22:51:36:122',19,-0.025124,0.004685,-0.02154,0.037959,0.023666,-0.015789,1.414567,2.156034,0.758982,2
1784,'2023/12/10 22:51:36:122',19,-0.037289,-0.007965,0.005205,0.003399,0.039298,-0.024541,1.414196,2.158937,0.756716,2
1785,'2023/12/10 22:51:36:140',19,-0.035449,-0.013092,0.015639,-0.007205,0.02227,-0.050647,1.413896,2.157471,0.758681,2
1786,'2023/12/10 22:51:36:154',19,-0.02106,-0.002331,0.007099,-0.004198,0.00375,-0.07443,1.41324,2.153997,0.762356,2
1787,'2023/12/10 22:51:36:170',19,-0.005911,0.009923,-0.002239,0.002249,0.00483,-0.043546,1.412376,2.149499,0.766936,2
1788,'2023/12/10 22:51:36:185',19,-0.000537,0.019688,-0.010299,0.027488,0.051812,-0.014232,1.411983,2.14942,0.767415,2
1789,'2023/12/10 22:51:36:203',19,0.017034,0.013758,-0.022573,0.037875,0.058569,0.032315,1.411826,2.156784,0.761261,2
1790,'2023/12/10 22:51:36:296',19,0.025304,-0.00022,0.010224,0.010586,0.039873,0.036354,1.412205,2.161922,0.756801,2
1791,'2023/12/10 22:51:36:296',19,0.029118,-0.002989,-0.000141,0.020249,-0.002052,0.022419,1.412452,2.165329,0.75365,2
1792,'2023/12/10 22:51:36:296',19,0.005703,-0.003993,0.014747,-0.018159,-0.00016,0.01835,1.412763,2.16703,0.75187,2
1793,'2023/12/10 22:51:36:296',19,-0.011173,-0.001702,0.001928,-0.009129,-0.009592,0.004014,1.413067,2.165765,0.75305,2
1794,'2023/12/10 22:51:36:296',19,-0.011184,0.008331,-0.013703,0.008898,-0.006358,-0.019082,1.412923,2.164722,0.753991,2
1795,'2023/12/10 22:51:36:296',19,-0.004941,0.006719,-0.004291,-0.010639,-0.024025,-0.027763,1.412376,2.162903,0.755465,2
1796,'2023/12/10 22:51:36:328',19,-0.006591,0.013287,-0.013638,0.011414,0.006384,-0.039489,1.411841,2.160253,0.75797,2
1797,'2023/12/10 22:51:36:360',19,0.019935,0.005416,-0.020879,0.022803,0.018167,0.034795,1.411566,2.162189,0.756252,2
1798,'2023/12/10 22:51:36:360',19,0.016524,-0.001334,0.006459,0.008788,0.026436,0.046287,1.412398,2.167841,0.751139,2
1799,'2023/12/10 22:51:36:360',19,-0.013953,0.001988,-0.005885,0.040314,0.016265,-0.008719,1.412467,2.170584,0.748569,2
1800,'2023/12/10 22:51:36:393',19,-0.001495,-0.009221,0.020797,-0.004476,0.023409,0.022521,1.412312,2.173609,0.745895,2
1801,'2023/12/10 22:51:36:393',19,0.0015,-0.005718,0.015397,-0.005754,0.011648,0.003337,1.412659,2.173918,0.745925,2
1802,'2023/12/10 22:51:36:408',19,-0.014992,0.018368,-0.015433,0.036571,-0.044231,-0.058792,1.412128,2.172629,0.746955,2
1803,'2023/12/10 22:51:36:440',19,-0.024515,0.021046,-0.024191,0.03316,-0.032987,-0.106924,1.410064,2.169086,0.749551,2
1804,'2023/12/10 22:51:36:456',19,-0.015069,0.007277,0.001343,0.001439,0.017104,-0.030463,1.409082,2.166309,0.752227,2
1805,'2023/12/10 22:51:36:473',19,0.014459,0.001559,0.006334,0.000407,0.062523,0.043438,1.409198,2.167477,0.75174,2
1806,'2023/12/10 22:51:36:487',19,-0.009937,0.002654,0.011632,0.014259,0.038451,0.052535,1.410127,2.173656,0.746588,2
1807,'2023/12/10 22:51:36:505',19,-0.039583,0.001972,0.024713,0.000593,0.015457,-0.020719,1.410347,2.175726,0.744915,2
1808,'2023/12/10 22:51:36:520',19,-0.054842,0.010051,0.015345,-0.014037,0.003373,-0.094649,1.409822,2.171864,0.748898,2
1809,'2023/12/10 22:51:36:540',19,-0.009098,0.027425,-0.019848,0.007687,0.058854,-0.075228,1.408364,2.165601,0.755866,2
1810,'2023/12/10 22:51:36:551',19,0.022781,0.030658,-0.035279,0.054101,0.074475,-0.023479,1.407507,2.166638,0.755874,2
1811,'2023/12/10 22:51:36:583',19,0.033607,0.019613,-0.021161,0.06482,0.06752,0.002246,1.40686,2.172112,0.751394,2
1812,'2023/12/10 22:51:36:583',19,0.008828,0.001271,0.017397,0.028752,0.060677,-0.007846,1.406388,2.178883,0.745856,2
1813,'2023/12/10 22:51:36:599',19,0.018784,-0.004937,0.024294,0.016575,0.026725,-0.024266,1.406033,2.180568,0.74484,2
1814,'2023/12/10 22:51:36:615',19,0.046133,-0.010098,0.014553,-0.004346,-0.011145,0.003467,1.405823,2.180302,0.745211,2
1815,'2023/12/10 22:51:36:640',19,0.035022,0.002424,-0.016679,0.017341,-0.001832,0.027941,1.405979,2.180716,0.744601,2
1816,'2023/12/10 22:51:36:647',19,0.019976,0.004191,-0.031188,0.02998,0.017328,0.034557,1.406142,2.184342,0.74107,2
1817,'2023/12/10 22:51:36:663',19,-0.012866,-0.012193,-0.000528,-0.008294,0.020097,0.033316,1.406538,2.188163,0.737504,2
1818,'2023/12/10 22:51:36:679',19,-0.012469,-0.009146,-0.012915,0.001985,0.017342,0.005705,1.406697,2.188928,0.737078,2
1819,'2023/12/10 22:51:36:694',19,-0.006616,-0.008839,-0.024766,0.012885,0.02022,-0.002417,1.406523,2.189855,0.736363,2
1820,'2023/12/10 22:51:36:710',19,-0.022855,-0.015249,-0.004628,-0.004878,0.022165,-0.021321,1.406239,2.189007,0.737704,2
1821,'2023/12/10 22:51:36:740',19,-0.009446,-0.00585,-0.0154,0.014959,-0.008592,-0.07566,1.405674,2.186368,0.740505,2
1822,'2023/12/10 22:51:36:758',19,-0.004786,-0.004264,-0.019545,0.019524,-0.034933,-0.104142,1.404376,2.182672,0.743846,2
1823,'2023/12/10 22:51:36:774',19,0.019105,0.004213,-0.005494,-0.003156,0.007556,-0.027999,1.403232,2.178065,0.74828,2
1824,'2023/12/10 22:51:36:774',19,0.049258,0.006809,-0.012179,0.016092,0.026403,0.036406,1.403339,2.178623,0.74797,2
1825,'2023/12/10 22:51:36:806',19,0.051592,0.007924,-0.012881,-0.002784,0.030284,0.081768,1.404076,2.183254,0.743765,2
1826,'2023/12/10 22:51:36:840',19,0.008415,-0.006051,0.021693,-0.015764,0.017668,0.039913,1.405474,2.186547,0.740915,2
1827,'2023/12/10 22:51:36:840',19,0.010636,-0.000238,0.009047,-0.015217,-0.032997,0.007264,1.40584,2.186263,0.741113,2
1828,'2023/12/10 22:51:36:853',19,0.017043,-0.003932,0.018948,-0.042625,-0.041154,0.003114,1.406111,2.183444,0.743371,2
1829,'2023/12/10 22:51:36:869',19,0.002556,-0.003164,0.006658,-0.021566,-0.041607,0.017136,1.406517,2.179064,0.746904,2
1830,'2023/12/10 22:51:36:885',19,-0.005964,0.00737,-0.01323,-0.011974,-0.038787,0.006328,1.406644,2.177253,0.748108,2
1831,'2023/12/10 22:51:36:900',19,-0.001643,0.01549,-0.029947,0.021407,-0.015267,0.026219,1.406748,2.178662,0.74613,2
1832,'2023/12/10 22:51:36:916',19,-0.002029,0.013712,-0.019075,0.022954,0.002377,0.046491,1.406981,2.182322,0.742339,2
1833,'2023/12/10 22:51:36:932',19,-0.002813,-0.008385,0.007335,0.004731,0.007832,0.048434,1.407344,2.186296,0.738419,2
1834,'2023/12/10 22:51:36:955',19,-0.013672,-0.020311,0.019125,-0.034405,-0.010111,0.037238,1.408226,2.187714,0.736974,2
1835,'2023/12/10 22:51:36:964',19,-0.019592,-0.02201,0.01938,-0.03761,-0.006693,0.010843,1.408855,2.186069,0.738487,2
1836,'2023/12/10 22:51:36:980',19,-0.018858,-0.019852,0.023711,-0.044327,-0.011286,0.015843,1.409369,2.18309,0.74132,2
1837,'2023/12/10 22:51:37:027',19,-0.013314,-0.009291,0.005633,-0.047987,0.025431,0.031983,1.410336,2.179447,0.745128,2
1838,'2023/12/10 22:51:37:027',19,-0.018622,-0.003818,0.007177,-0.039084,0.035067,0.029383,1.41107,2.178628,0.746428,2
1839,'2023/12/10 22:51:37:040',19,-0.012999,-0.005994,0.016175,-0.058385,0.048399,0.023217,1.41178,2.177751,0.747995,2
1840,'2023/12/10 22:51:37:043',19,-0.001615,-0.000043,0.017179,-0.079451,0.048344,0.01242,1.412943,2.173869,0.752892,2
1841,'2023/12/10 22:51:37:075',19,0.010027,0.008234,0.007087,-0.063187,0.029727,-0.009735,1.41357,2.169311,0.758149,2
1842,'2023/12/10 22:51:37:075',19,0.03056,0.025227,-0.017369,-0.047161,0.022313,-0.000107,1.413929,2.165742,0.762141,2
1843,'2023/12/10 22:51:37:106',19,0.035561,0.036003,-0.01516,-0.045633,0.032317,-0.015544,1.414436,2.161803,0.766698,2
1844,'2023/12/10 22:51:37:122',19,0.045254,0.035249,-0.016608,-0.021504,0.004375,-0.054058,1.414296,2.157901,0.77099,2
1845,'2023/12/10 22:51:37:139',19,0.083601,0.03812,-0.0183,-0.011845,-0.051338,-0.076574,1.413626,2.152975,0.775726,2
1846,'2023/12/10 22:51:37:154',19,0.112403,0.040601,-0.025147,0.039192,-0.131894,-0.077951,1.412038,2.147232,0.779444,2
1847,'2023/12/10 22:51:37:170',19,0.102146,0.036624,-0.012602,0.034276,-0.125729,-0.012639,1.411107,2.145521,0.779222,2
1848,'2023/12/10 22:51:37:185',19,0.112347,0.032193,-0.00171,0.032943,-0.133736,0.080968,1.411359,2.149197,0.772931,2
1849,'2023/12/10 22:51:37:201',19,0.073051,0.017603,0.005706,0.020712,-0.147214,0.098702,1.412209,2.153712,0.766232,2
1850,'2023/12/10 22:51:37:217',19,0.051924,0.012485,0.014026,-0.000125,-0.15747,0.101163,1.413333,2.157184,0.760465,2
1851,'2023/12/10 22:51:37:248',19,0.029716,0.005465,-0.003421,-0.013407,-0.200069,0.051176,1.414598,2.157262,0.756771,2
1852,'2023/12/10 22:51:37:248',19,-0.000474,0.007197,-0.021814,-0.011157,-0.228834,-0.007828,1.414845,2.153534,0.757259,2
1853,'2023/12/10 22:51:37:345',19,-0.014667,0.009015,-0.029367,-0.002963,-0.23818,-0.065662,1.414368,2.14721,0.76011,2
1854,'2023/12/10 22:51:37:345',19,-0.015941,0.022551,-0.041145,0.035195,-0.229684,-0.112523,1.412624,2.137573,0.765182,2
1855,'2023/12/10 22:51:37:345',19,-0.000244,0.021168,-0.044302,0.05216,-0.240432,-0.104679,1.410825,2.132176,0.767106,2
1856,'2023/12/10 22:51:37:345',19,0.002953,0.019406,-0.039251,0.071973,-0.209963,-0.072837,1.409166,2.12903,0.766835,2
1857,'2023/12/10 22:51:37:345',19,0.010799,0.013331,-0.016451,0.057739,-0.190834,0.008118,1.407922,2.129824,0.761908,2
1858,'2023/12/10 22:51:37:355',19,-0.015756,-0.000668,-0.002151,0.043861,-0.160075,0.057473,1.408069,2.13225,0.7568,2
